time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.517029	2	1	4	12973	0.00302856
0.517029	2	1	4	12973	0.00302856
0.518029	2	1	4	12973	0.00302856
0.518029	2	1	4	12973	0.00302856
0.519029	2	1	4	12973	0.00302856
0.519029	2	1	4	12973	0.00302856
0.520029	2	1	4	12973	0.00302856
0.520029	2	1	4	12973	0.00302856
0.521029	2	1	4	12973	0.00302856
0.521029	2	1	4	12973	0.00302856
0.522029	2	1	4	12973	0.00302856
0.522029	2	1	4	12973	0.00302856
0.523029	2	1	4	12973	0.00302856
0.523029	2	1	4	12973	0.00302856
0.524029	2	1	4	12973	0.00302856
0.524029	2	1	4	12973	0.00302856
0.525029	2	1	4	12973	0.00302856
0.525029	2	1	4	12973	0.00302856
0.526029	2	1	4	12973	0.00302856
0.526029	2	1	4	12973	0.00302856
0.527029	2	1	4	12973	0.00302856
0.527029	2	1	4	12973	0.00302856
0.528029	2	1	4	12973	0.00302856
0.528029	2	1	4	12973	0.00302856
0.529029	2	1	4	12973	0.00302856
0.529029	2	1	4	12973	0.00302856
0.530029	2	1	4	12973	0.00302856
0.530029	2	1	4	12973	0.00302856
0.531029	2	1	4	12973	0.00302856
0.531029	2	1	4	12973	0.00302856
0.532029	2	1	4	12973	0.00302856
0.532029	2	1	4	12973	0.00302856
0.533029	2	1	4	12973	0.00302856
0.533029	2	1	4	12973	0.00302856
0.534029	2	1	4	12973	0.00302856
0.534029	2	1	4	12973	0.00302856
0.535029	2	1	4	12973	0.00302856
0.535029	2	1	4	12973	0.00302856
0.536029	2	1	4	12973	0.00302856
0.536029	2	1	4	12973	0.00302856
0.537029	2	1	4	12973	0.00302856
0.537029	2	1	4	12973	0.00302856
0.538029	2	1	4	12973	0.00302856
0.538029	2	1	4	12973	0.00302856
0.539029	2	1	4	12973	0.00302856
0.539029	2	1	4	12973	0.00302856
0.540029	2	1	4	12973	0.00302856
0.540029	2	1	4	12973	0.00302856
0.541029	2	1	4	12973	0.00302856
0.541029	2	1	4	12973	0.00302856
0.542029	2	1	4	12973	0.00302856
0.542029	2	1	4	12973	0.00302856
0.543029	2	1	4	12973	0.00302856
0.543029	2	1	4	12973	0.00302856
0.544029	2	1	4	12973	0.00302856
0.544029	2	1	4	12973	0.00302856
0.545029	2	1	4	12973	0.00302856
0.545029	2	1	4	12973	0.00302856
0.546029	2	1	4	12973	0.00302856
0.546029	2	1	4	12973	0.00302856
0.547029	2	1	4	12973	0.00302856
0.547029	2	1	4	12973	0.00302856
0.548029	2	1	4	12973	0.00302856
0.548029	2	1	4	12973	0.00302856
0.549029	2	1	4	12973	0.00302856
0.549029	2	1	4	12973	0.00302856
0.550029	2	1	4	12973	0.00302856
0.550029	2	1	4	12973	0.00302856
0.551029	2	1	4	12973	0.00302856
0.551029	2	1	4	12973	0.00302856
0.552029	2	1	4	12971	0.00302856
0.552029	2	1	4	12973	0.00302856
0.553029	2	1	4	12973	0.00302856
0.553029	2	1	4	12973	0.00302856
0.554029	2	1	4	12973	0.00302856
0.554029	2	1	4	12973	0.00302856
0.555029	2	1	4	12973	0.00302856
0.555029	2	1	4	12973	0.00302856
0.556029	2	1	4	12973	0.00302856
0.556029	2	1	4	12973	0.00302856
0.557029	2	1	4	12973	0.00302856
0.557029	2	1	4	12973	0.00302856
0.558029	2	1	4	12973	0.00302856
0.558029	2	1	4	12973	0.00302856
0.558957	2	1	4	11892	0.00295714
0.558957	2	1	4	11892	0.00295714
0.560029	2	1	4	12973	0.00302856
0.560029	2	1	4	12973	0.00302856
0.561029	2	1	4	12973	0.00302856
0.561029	2	1	4	12973	0.00302856
0.562029	2	1	4	12973	0.00302856
0.562029	2	1	4	12973	0.00302856
0.563029	2	1	4	12973	0.00302856
0.563029	2	1	4	12973	0.00302856
0.564029	2	1	4	12973	0.00302856
0.564029	2	1	4	12973	0.00302856
0.565029	2	1	4	12973	0.00302856
0.565029	2	1	4	12973	0.00302856
0.566029	2	1	4	12973	0.00302856
0.566029	2	1	4	12973	0.00302856
0.567029	2	1	4	12973	0.00302856
0.567029	2	1	4	12973	0.00302856
0.568029	2	1	4	12973	0.00302856
0.568029	2	1	4	12973	0.00302856
0.569029	2	1	4	12973	0.00302856
0.569029	2	1	4	12973	0.00302856
0.570029	2	1	4	12973	0.00302856
0.570029	2	1	4	12973	0.00302856
0.571029	2	1	4	12973	0.00302856
0.571029	2	1	4	12973	0.00302856
0.572029	2	1	4	12973	0.00302856
0.572029	2	1	4	12973	0.00302856
0.573029	2	1	4	12973	0.00302856
0.573029	2	1	4	12973	0.00302856
0.574029	2	1	4	12973	0.00302856
0.574029	2	1	4	12973	0.00302856
0.575029	2	1	4	12973	0.00302856
0.575029	2	1	4	12973	0.00302856
0.576029	2	1	4	12973	0.00302856
0.576029	2	1	4	12973	0.00302856
0.577029	2	1	4	12973	0.00302856
0.577029	2	1	4	12973	0.00302856
0.578029	2	1	4	12973	0.00302856
0.578029	2	1	4	12973	0.00302856
0.579029	2	1	4	12973	0.00302856
0.579029	2	1	4	12973	0.00302856
0.580029	2	1	4	12973	0.00302856
0.580029	2	1	4	12973	0.00302856
0.581029	2	1	4	12973	0.00302856
0.581029	2	1	4	12973	0.00302856
0.582029	2	1	4	12973	0.00302856
0.582029	2	1	4	12973	0.00302856
0.583029	2	1	4	12973	0.00302856
0.583029	2	1	4	12973	0.00302856
0.584029	2	1	4	12973	0.00302856
0.584029	2	1	4	12973	0.00302856
0.585029	2	1	4	12973	0.00302856
0.585029	2	1	4	12973	0.00302856
0.586029	2	1	4	12973	0.00302856
0.586029	2	1	4	12973	0.00302856
0.587029	2	1	4	12973	0.00302856
0.587029	2	1	4	12973	0.00302856
0.588029	2	1	4	12973	0.00302856
0.588029	2	1	4	12973	0.00302856
0.589029	2	1	4	12973	0.00302856
0.589029	2	1	4	12971	0.00302856
0.590029	2	1	4	12973	0.00302856
0.590029	2	1	4	12973	0.00302856
0.591029	2	1	4	12973	0.00302856
0.591029	2	1	4	12973	0.00302856
0.592029	2	1	4	12973	0.00302856
0.592029	2	1	4	12973	0.00302856
0.593029	2	1	4	12973	0.00302856
0.593029	2	1	4	12973	0.00302856
0.594029	2	1	4	12973	0.00302856
0.594029	2	1	4	12973	0.00302856
0.595029	2	1	4	12973	0.00302856
0.595029	2	1	4	12973	0.00302856
0.596029	2	1	4	12973	0.00302856
0.596029	2	1	4	12973	0.00302856
0.597029	2	1	4	12973	0.00302856
0.597029	2	1	4	12973	0.00302856
0.598029	2	1	4	12973	0.00302856
0.598029	2	1	4	12973	0.00302856
0.599029	2	1	4	12973	0.00302856
0.599029	2	1	4	12973	0.00302856
0.600029	2	1	4	12973	0.00302856
0.600029	2	1	4	12973	0.00302856
0.601029	2	1	4	12973	0.00302856
0.601029	2	1	4	12973	0.00302856
0.602029	2	1	4	12973	0.00302856
0.602029	2	1	4	12973	0.00302856
0.603029	2	1	4	12973	0.00302856
0.603029	2	1	4	12973	0.00302856
0.604029	2	1	4	12973	0.00302856
0.604029	2	1	4	12973	0.00302856
0.605029	2	1	4	12973	0.00302856
0.605029	2	1	4	12973	0.00302856
0.606029	2	1	4	12973	0.00302856
0.606029	2	1	4	12973	0.00302856
0.607029	2	1	4	12973	0.00302856
0.607029	2	1	4	12973	0.00302856
0.608029	2	1	4	12973	0.00302856
0.608029	2	1	4	12973	0.00302856
0.609029	2	1	4	12973	0.00302856
0.609029	2	1	4	12973	0.00302856
0.610029	2	1	4	12973	0.00302856
0.610029	2	1	4	12973	0.00302856
0.611029	2	1	4	12973	0.00302856
0.611029	2	1	4	12973	0.00302856
0.612029	2	1	4	12973	0.00302856
0.612029	2	1	4	12973	0.00302856
0.613029	2	1	4	12973	0.00302856
0.613029	2	1	4	12973	0.00302856
0.614029	2	1	4	12973	0.00302856
0.614029	2	1	4	12973	0.00302856
0.615029	2	1	4	12973	0.00302856
0.615029	2	1	4	12973	0.00302856
0.616029	2	1	4	12973	0.00302856
0.616029	2	1	4	12973	0.00302856
0.617029	2	1	4	12973	0.00302856
0.617029	2	1	4	12973	0.00302856
0.618029	2	1	4	12973	0.00302856
0.618029	2	1	4	12973	0.00302856
0.619029	2	1	4	12973	0.00302856
0.619029	2	1	4	12973	0.00302856
0.620029	2	1	4	12973	0.00302856
0.620029	2	1	4	12973	0.00302856
0.621029	2	1	4	12973	0.00302856
0.621029	2	1	4	12973	0.00302856
0.622029	2	1	4	12973	0.00302856
0.622029	2	1	4	12973	0.00302856
0.623029	2	1	4	12973	0.00302856
0.623029	2	1	4	12973	0.00302856
0.624029	2	1	4	12973	0.00302856
0.624029	2	1	4	12973	0.00302856
0.625029	2	1	4	12973	0.00302856
0.625029	2	1	4	12973	0.00302856
0.626029	2	1	4	12973	0.00302856
0.626029	2	1	4	12973	0.00302856
0.627029	2	1	4	12973	0.00302856
0.627029	2	1	4	12973	0.00302856
0.628029	2	1	4	12973	0.00302856
0.628029	2	1	4	12973	0.00302856
0.629029	2	1	4	12973	0.00302856
0.629029	2	1	4	12973	0.00302856
0.630029	2	1	4	12973	0.00302856
0.630029	2	1	4	12973	0.00302856
0.631029	2	1	4	12973	0.00302856
0.631029	2	1	4	12973	0.00302856
0.632029	2	1	4	12973	0.00302856
0.632029	2	1	4	12973	0.00302856
0.633029	2	1	4	12973	0.00302856
0.633029	2	1	4	12973	0.00302856
0.634029	2	1	4	12973	0.00302856
0.634029	2	1	4	12973	0.00302856
0.635029	2	1	4	12973	0.00302856
0.635029	2	1	4	12973	0.00302856
0.636029	2	1	4	12973	0.00302856
0.636029	2	1	4	12973	0.00302856
0.637029	2	1	4	12973	0.00302856
0.637029	2	1	4	12973	0.00302856
0.638029	2	1	4	12973	0.00302856
0.638029	2	1	4	12973	0.00302856
0.638957	2	1	4	11892	0.00295714
0.638957	2	1	4	11892	0.00295714
0.640029	2	1	4	12973	0.00302856
0.640029	2	1	4	12973	0.00302856
0.641029	2	1	4	12973	0.00302856
0.641029	2	1	4	12973	0.00302856
0.642029	2	1	4	12973	0.00302856
0.642029	2	1	4	12973	0.00302856
0.643029	2	1	4	12973	0.00302856
0.643029	2	1	4	12973	0.00302856
0.644029	2	1	4	12973	0.00302856
0.644029	2	1	4	12973	0.00302856
0.645029	2	1	4	12973	0.00302856
0.645029	2	1	4	12973	0.00302856
0.646029	2	1	4	12973	0.00302856
0.646029	2	1	4	12973	0.00302856
0.647029	2	1	4	12973	0.00302856
0.647029	2	1	4	12973	0.00302856
0.648029	2	1	4	12973	0.00302856
0.648029	2	1	4	12973	0.00302856
0.649029	2	1	4	12973	0.00302856
0.649029	2	1	4	12973	0.00302856
0.650029	2	1	4	12973	0.00302856
0.650029	2	1	4	12973	0.00302856
0.651029	2	1	4	12973	0.00302856
0.651029	2	1	4	12973	0.00302856
0.652029	2	1	4	12973	0.00302856
0.652029	2	1	4	12973	0.00302856
0.653029	2	1	4	12973	0.00302856
0.653029	2	1	4	12973	0.00302856
0.654029	2	1	4	12973	0.00302856
0.654029	2	1	4	12973	0.00302856
0.655029	2	1	4	12973	0.00302856
0.655029	2	1	4	12973	0.00302856
0.656029	2	1	4	12973	0.00302856
0.656029	2	1	4	12973	0.00302856
0.657029	2	1	4	12973	0.00302856
0.657029	2	1	4	12973	0.00302856
0.658029	2	1	4	12973	0.00302856
0.658029	2	1	4	12973	0.00302856
0.659029	2	1	4	12973	0.00302856
0.659029	2	1	4	12973	0.00302856
0.660029	2	1	4	12973	0.00302856
0.660029	2	1	4	12973	0.00302856
0.661029	2	1	4	12973	0.00302856
0.661029	2	1	4	12973	0.00302856
0.662029	2	1	4	12973	0.00302856
0.662029	2	1	4	12973	0.00302856
0.663029	2	1	4	12973	0.00302856
0.663029	2	1	4	12973	0.00302856
0.664029	2	1	4	12973	0.00302856
0.664029	2	1	4	12973	0.00302856
0.665029	2	1	4	12973	0.00302856
0.665029	2	1	4	12973	0.00302856
0.666029	2	1	4	12973	0.00302856
0.666029	2	1	4	12973	0.00302856
0.667029	2	1	4	12973	0.00302856
0.667029	2	1	4	12973	0.00302856
0.668029	2	1	4	12973	0.00302856
0.668029	2	1	4	12973	0.00302856
0.669029	2	1	4	12973	0.00302856
0.669029	2	1	4	12973	0.00302856
0.670029	2	1	4	12973	0.00302856
0.670029	2	1	4	12973	0.00302856
0.671029	2	1	4	12973	0.00302856
0.671029	2	1	4	12973	0.00302856
0.672029	2	1	4	12973	0.00302856
0.672029	2	1	4	12973	0.00302856
0.673029	2	1	4	12973	0.00302856
0.673029	2	1	4	12973	0.00302856
0.674029	2	1	4	12973	0.00302856
0.674029	2	1	4	12973	0.00302856
0.675029	2	1	4	12973	0.00302856
0.675029	2	1	4	12973	0.00302856
0.676029	2	1	4	12973	0.00302856
0.676029	2	1	4	12973	0.00302856
0.677029	2	1	4	12973	0.00302856
0.677029	2	1	4	12973	0.00302856
0.678029	2	1	4	12973	0.00302856
0.678029	2	1	4	12973	0.00302856
0.679029	2	1	4	12973	0.00302856
0.679029	2	1	4	12973	0.00302856
0.680029	2	1	4	12973	0.00302856
0.680029	2	1	4	12973	0.00302856
0.681029	2	1	4	12973	0.00302856
0.681029	2	1	4	12973	0.00302856
0.682029	2	1	4	12973	0.00302856
0.682029	2	1	4	12973	0.00302856
0.683029	2	1	4	12973	0.00302856
0.683029	2	1	4	12973	0.00302856
0.684029	2	1	4	12973	0.00302856
0.684029	2	1	4	12973	0.00302856
0.685029	2	1	4	12973	0.00302856
0.685029	2	1	4	12973	0.00302856
0.686029	2	1	4	12973	0.00302856
0.686029	2	1	4	12973	0.00302856
0.687029	2	1	4	12973	0.00302856
0.687029	2	1	4	12973	0.00302856
0.688029	2	1	4	12973	0.00302856
0.688029	2	1	4	12973	0.00302856
0.689029	2	1	4	12973	0.00302856
0.689029	2	1	4	12973	0.00302856
0.690029	2	1	4	12973	0.00302856
0.690029	2	1	4	12973	0.00302856
0.691029	2	1	4	12973	0.00302856
0.691029	2	1	4	12973	0.00302856
0.692029	2	1	4	12973	0.00302856
0.692029	2	1	4	12973	0.00302856
0.693029	2	1	4	12973	0.00302856
0.693029	2	1	4	12973	0.00302856
0.694029	2	1	4	12973	0.00302856
0.694029	2	1	4	12973	0.00302856
0.695029	2	1	4	12973	0.00302856
0.695029	2	1	4	12973	0.00302856
0.696029	2	1	4	12973	0.00302856
0.696029	2	1	4	12973	0.00302856
0.697029	2	1	4	12973	0.00302856
0.697029	2	1	4	12973	0.00302856
0.698029	2	1	4	12973	0.00302856
0.698029	2	1	4	12973	0.00302856
0.699029	2	1	4	12973	0.00302856
0.699029	2	1	4	12973	0.00302856
0.700029	2	1	4	12973	0.00302856
0.700029	2	1	4	12973	0.00302856
0.701029	2	1	4	12973	0.00302856
0.701029	2	1	4	12973	0.00302856
0.702029	2	1	4	12973	0.00302856
0.702029	2	1	4	12973	0.00302856
0.703029	2	1	4	12973	0.00302856
0.703029	2	1	4	12973	0.00302856
0.704029	2	1	4	12973	0.00302856
0.704029	2	1	4	12973	0.00302856
0.705029	2	1	4	12973	0.00302856
0.705029	2	1	4	12973	0.00302856
0.706029	2	1	4	12973	0.00302856
0.706029	2	1	4	12973	0.00302856
0.707029	2	1	4	12973	0.00302856
0.707029	2	1	4	12973	0.00302856
0.708029	2	1	4	12973	0.00302856
0.708029	2	1	4	12973	0.00302856
0.709029	2	1	4	12973	0.00302856
0.709029	2	1	4	12973	0.00302856
0.710029	2	1	4	12973	0.00302856
0.710029	2	1	4	12973	0.00302856
0.711029	2	1	4	12973	0.00302856
0.711029	2	1	4	12973	0.00302856
0.712029	2	1	4	12973	0.00302856
0.712029	2	1	4	12973	0.00302856
0.713029	2	1	4	12973	0.00302856
0.713029	2	1	4	12973	0.00302856
0.714029	2	1	4	12973	0.00302856
0.714029	2	1	4	12973	0.00302856
0.715029	2	1	4	12973	0.00302856
0.715029	2	1	4	12973	0.00302856
0.716029	2	1	4	12973	0.00302856
0.716029	2	1	4	12973	0.00302856
0.717029	2	1	4	12973	0.00302856
0.717029	2	1	4	12973	0.00302856
0.718029	2	1	4	12973	0.00302856
0.718029	2	1	4	12973	0.00302856
0.718957	2	1	4	11892	0.00295714
0.718957	2	1	4	11892	0.00295714
0.720029	2	1	4	12973	0.00302856
0.720029	2	1	4	12973	0.00302856
0.721029	2	1	4	12973	0.00302856
0.721029	2	1	4	12973	0.00302856
0.722029	2	1	4	12973	0.00302856
0.722029	2	1	4	12973	0.00302856
0.723029	2	1	4	12973	0.00302856
0.723029	2	1	4	12973	0.00302856
0.724029	2	1	4	12973	0.00302856
0.724029	2	1	4	12973	0.00302856
0.725029	2	1	4	12973	0.00302856
0.725029	2	1	4	12973	0.00302856
0.726029	2	1	4	12973	0.00302856
0.726029	2	1	4	12973	0.00302856
0.727029	2	1	4	12973	0.00302856
0.727029	2	1	4	12973	0.00302856
0.728029	2	1	4	12973	0.00302856
0.728029	2	1	4	12973	0.00302856
0.729029	2	1	4	12973	0.00302856
0.729029	2	1	4	12973	0.00302856
0.730029	2	1	4	12973	0.00302856
0.730029	2	1	4	12973	0.00302856
0.731029	2	1	4	12973	0.00302856
0.731029	2	1	4	12971	0.00302856
0.732029	2	1	4	12973	0.00302856
0.732029	2	1	4	12973	0.00302856
0.733029	2	1	4	12973	0.00302856
0.733029	2	1	4	12973	0.00302856
0.734029	2	1	4	12973	0.00302856
0.734029	2	1	4	12973	0.00302856
0.735029	2	1	4	12973	0.00302856
0.735029	2	1	4	12973	0.00302856
0.736029	2	1	4	12973	0.00302856
0.736029	2	1	4	12973	0.00302856
0.737029	2	1	4	12973	0.00302856
0.737029	2	1	4	12973	0.00302856
0.738029	2	1	4	12973	0.00302856
0.738029	2	1	4	12973	0.00302856
0.739029	2	1	4	12973	0.00302856
0.739029	2	1	4	12973	0.00302856
0.740029	2	1	4	12973	0.00302856
0.740029	2	1	4	12973	0.00302856
0.741029	2	1	4	12973	0.00302856
0.741029	2	1	4	12973	0.00302856
0.742029	2	1	4	12973	0.00302856
0.742029	2	1	4	12973	0.00302856
0.743029	2	1	4	12973	0.00302856
0.743029	2	1	4	12973	0.00302856
0.744029	2	1	4	12973	0.00302856
0.744029	2	1	4	12973	0.00302856
0.745029	2	1	4	12973	0.00302856
0.745029	2	1	4	12973	0.00302856
0.746029	2	1	4	12973	0.00302856
0.746029	2	1	4	12973	0.00302856
0.747029	2	1	4	12973	0.00302856
0.747029	2	1	4	12973	0.00302856
0.748029	2	1	4	12973	0.00302856
0.748029	2	1	4	12973	0.00302856
0.749029	2	1	4	12973	0.00302856
0.749029	2	1	4	12973	0.00302856
0.750029	2	1	4	12973	0.00302856
0.750029	2	1	4	12973	0.00302856
0.751029	2	1	4	12973	0.00302856
0.751029	2	1	4	12973	0.00302856
0.752029	2	1	4	12973	0.00302856
0.752029	2	1	4	12973	0.00302856
0.753029	2	1	4	12973	0.00302856
0.753029	2	1	4	12973	0.00302856
0.754029	2	1	4	12973	0.00302856
0.754029	2	1	4	12973	0.00302856
0.755029	2	1	4	12973	0.00302856
