time(s)	cellId	rnti	lcid	packetSize
0.557882	2	1	4	1030
0.557922	2	1	4	1030
0.557962	2	1	4	1030
0.558002	2	1	4	1030
0.558042	2	1	4	1030
0.558082	2	1	4	1030
0.558122	2	1	4	1030
0.558162	2	1	4	1030
0.558202	2	1	4	1030
0.558242	2	1	4	1030
0.558282	2	1	4	1030
0.558322	2	1	4	1030
0.558362	2	1	4	1030
0.558402	2	1	4	1030
0.558442	2	1	4	1030
0.558482	2	1	4	1030
0.558522	2	1	4	1030
0.558562	2	1	4	1030
0.558602	2	1	4	1030
0.558642	2	1	4	1030
0.558682	2	1	4	1030
0.558722	2	1	4	1030
0.558762	2	1	4	1030
0.558802	2	1	4	1030
0.558842	2	1	4	1030
0.558882	2	1	4	1030
0.558922	2	1	4	1030
0.558962	2	1	4	1030
0.559002	2	1	4	1030
0.559042	2	1	4	1030
0.559082	2	1	4	1030
0.559122	2	1	4	1030
0.559162	2	1	4	1030
0.559202	2	1	4	1030
0.559242	2	1	4	1030
0.559282	2	1	4	1030
0.559322	2	1	4	1030
0.559362	2	1	4	1030
0.559402	2	1	4	1030
0.559442	2	1	4	1030
0.559482	2	1	4	1030
0.559522	2	1	4	1030
0.559562	2	1	4	1030
0.559602	2	1	4	1030
0.559642	2	1	4	1030
0.559682	2	1	4	1030
0.559722	2	1	4	1030
0.559762	2	1	4	1030
0.559802	2	1	4	1030
0.559842	2	1	4	1030
0.559882	2	1	4	1030
0.559922	2	1	4	1030
0.559962	2	1	4	1030
0.560002	2	1	4	1030
0.560042	2	1	4	1030
0.560082	2	1	4	1030
0.560122	2	1	4	1030
0.560162	2	1	4	1030
0.560202	2	1	4	1030
0.560242	2	1	4	1030
0.560282	2	1	4	1030
0.560322	2	1	4	1030
0.560362	2	1	4	1030
0.560402	2	1	4	1030
0.560442	2	1	4	1030
0.560482	2	1	4	1030
0.560522	2	1	4	1030
0.560562	2	1	4	1030
0.560602	2	1	4	1030
0.560642	2	1	4	1030
0.560682	2	1	4	1030
0.560722	2	1	4	1030
0.560762	2	1	4	1030
0.560802	2	1	4	1030
0.560842	2	1	4	1030
0.560882	2	1	4	1030
0.560922	2	1	4	1030
0.560962	2	1	4	1030
0.561002	2	1	4	1030
0.561042	2	1	4	1030
0.561082	2	1	4	1030
0.561122	2	1	4	1030
0.561162	2	1	4	1030
0.561202	2	1	4	1030
0.561242	2	1	4	1030
0.561282	2	1	4	1030
0.561322	2	1	4	1030
0.561362	2	1	4	1030
0.561402	2	1	4	1030
0.561442	2	1	4	1030
0.561482	2	1	4	1030
0.561522	2	1	4	1030
0.561562	2	1	4	1030
0.561602	2	1	4	1030
0.561642	2	1	4	1030
0.561682	2	1	4	1030
0.561722	2	1	4	1030
0.561762	2	1	4	1030
0.561802	2	1	4	1030
0.561842	2	1	4	1030
0.561882	2	1	4	1030
0.561922	2	1	4	1030
0.561962	2	1	4	1030
0.562002	2	1	4	1030
0.562042	2	1	4	1030
0.562082	2	1	4	1030
0.562122	2	1	4	1030
0.562162	2	1	4	1030
0.562202	2	1	4	1030
0.562242	2	1	4	1030
0.562282	2	1	4	1030
0.562322	2	1	4	1030
0.562362	2	1	4	1030
0.562402	2	1	4	1030
0.562442	2	1	4	1030
0.562482	2	1	4	1030
0.562522	2	1	4	1030
0.562562	2	1	4	1030
0.562602	2	1	4	1030
0.562642	2	1	4	1030
0.562682	2	1	4	1030
0.562722	2	1	4	1030
0.562762	2	1	4	1030
0.562802	2	1	4	1030
0.562842	2	1	4	1030
0.562882	2	1	4	1030
0.562922	2	1	4	1030
0.562962	2	1	4	1030
0.563002	2	1	4	1030
0.563042	2	1	4	1030
0.563082	2	1	4	1030
0.563122	2	1	4	1030
0.563162	2	1	4	1030
0.563202	2	1	4	1030
0.563242	2	1	4	1030
0.563282	2	1	4	1030
0.563322	2	1	4	1030
0.563362	2	1	4	1030
0.563402	2	1	4	1030
0.563442	2	1	4	1030
0.563482	2	1	4	1030
0.563522	2	1	4	1030
0.563562	2	1	4	1030
0.563602	2	1	4	1030
0.563642	2	1	4	1030
0.563682	2	1	4	1030
0.563722	2	1	4	1030
0.563762	2	1	4	1030
0.563802	2	1	4	1030
0.563842	2	1	4	1030
0.563882	2	1	4	1030
0.563922	2	1	4	1030
0.563962	2	1	4	1030
0.564002	2	1	4	1030
0.564042	2	1	4	1030
0.564082	2	1	4	1030
0.564122	2	1	4	1030
0.564162	2	1	4	1030
0.564202	2	1	4	1030
0.564242	2	1	4	1030
0.564282	2	1	4	1030
0.564322	2	1	4	1030
0.564362	2	1	4	1030
0.564402	2	1	4	1030
0.564442	2	1	4	1030
0.564482	2	1	4	1030
0.564522	2	1	4	1030
0.564562	2	1	4	1030
0.564602	2	1	4	1030
0.564642	2	1	4	1030
0.564682	2	1	4	1030
0.564722	2	1	4	1030
0.564762	2	1	4	1030
0.564802	2	1	4	1030
0.564842	2	1	4	1030
0.564882	2	1	4	1030
0.564922	2	1	4	1030
0.564962	2	1	4	1030
0.565002	2	1	4	1030
0.565042	2	1	4	1030
0.565082	2	1	4	1030
0.565122	2	1	4	1030
0.565162	2	1	4	1030
0.565202	2	1	4	1030
0.565242	2	1	4	1030
0.565282	2	1	4	1030
0.565322	2	1	4	1030
0.565362	2	1	4	1030
0.565402	2	1	4	1030
0.565442	2	1	4	1030
0.565482	2	1	4	1030
0.565522	2	1	4	1030
0.565562	2	1	4	1030
0.565602	2	1	4	1030
0.565642	2	1	4	1030
0.565682	2	1	4	1030
0.565722	2	1	4	1030
0.565762	2	1	4	1030
0.565802	2	1	4	1030
0.565842	2	1	4	1030
0.565882	2	1	4	1030
0.565922	2	1	4	1030
0.565962	2	1	4	1030
0.566002	2	1	4	1030
0.566042	2	1	4	1030
0.566082	2	1	4	1030
0.566122	2	1	4	1030
0.566162	2	1	4	1030
0.566202	2	1	4	1030
0.566242	2	1	4	1030
0.566282	2	1	4	1030
0.566322	2	1	4	1030
0.566362	2	1	4	1030
0.566402	2	1	4	1030
0.566442	2	1	4	1030
0.566482	2	1	4	1030
0.566522	2	1	4	1030
0.566562	2	1	4	1030
0.566602	2	1	4	1030
0.566642	2	1	4	1030
0.566682	2	1	4	1030
0.566722	2	1	4	1030
0.566762	2	1	4	1030
0.566802	2	1	4	1030
0.566842	2	1	4	1030
0.566882	2	1	4	1030
0.566922	2	1	4	1030
0.566962	2	1	4	1030
0.567002	2	1	4	1030
0.567042	2	1	4	1030
0.567082	2	1	4	1030
0.567122	2	1	4	1030
0.567162	2	1	4	1030
0.567202	2	1	4	1030
0.567242	2	1	4	1030
0.567282	2	1	4	1030
0.567322	2	1	4	1030
0.567362	2	1	4	1030
0.567402	2	1	4	1030
0.567442	2	1	4	1030
0.567482	2	1	4	1030
0.567522	2	1	4	1030
0.567562	2	1	4	1030
0.567602	2	1	4	1030
0.567642	2	1	4	1030
0.567682	2	1	4	1030
0.567722	2	1	4	1030
0.567762	2	1	4	1030
0.567802	2	1	4	1030
0.567842	2	1	4	1030
0.567882	2	1	4	1030
0.567922	2	1	4	1030
0.567962	2	1	4	1030
0.568002	2	1	4	1030
0.568042	2	1	4	1030
0.568082	2	1	4	1030
0.568122	2	1	4	1030
0.568162	2	1	4	1030
0.568202	2	1	4	1030
0.568242	2	1	4	1030
0.568282	2	1	4	1030
0.568322	2	1	4	1030
0.568362	2	1	4	1030
0.568402	2	1	4	1030
0.568442	2	1	4	1030
0.568482	2	1	4	1030
0.568522	2	1	4	1030
0.568562	2	1	4	1030
0.568602	2	1	4	1030
0.568642	2	1	4	1030
0.568682	2	1	4	1030
0.568722	2	1	4	1030
0.568762	2	1	4	1030
0.568802	2	1	4	1030
0.568842	2	1	4	1030
0.568882	2	1	4	1030
0.568922	2	1	4	1030
0.568962	2	1	4	1030
0.569002	2	1	4	1030
0.569042	2	1	4	1030
0.569082	2	1	4	1030
0.569122	2	1	4	1030
0.569162	2	1	4	1030
0.569202	2	1	4	1030
0.569242	2	1	4	1030
0.569282	2	1	4	1030
0.569322	2	1	4	1030
0.569362	2	1	4	1030
0.569402	2	1	4	1030
0.569442	2	1	4	1030
0.569482	2	1	4	1030
0.569522	2	1	4	1030
0.569562	2	1	4	1030
0.569602	2	1	4	1030
0.569642	2	1	4	1030
0.569682	2	1	4	1030
0.569722	2	1	4	1030
0.569762	2	1	4	1030
0.569802	2	1	4	1030
0.569842	2	1	4	1030
0.569882	2	1	4	1030
0.569922	2	1	4	1030
0.569962	2	1	4	1030
0.570002	2	1	4	1030
0.570042	2	1	4	1030
0.570082	2	1	4	1030
0.570122	2	1	4	1030
0.570162	2	1	4	1030
0.570202	2	1	4	1030
0.570242	2	1	4	1030
0.570282	2	1	4	1030
0.570322	2	1	4	1030
0.570362	2	1	4	1030
0.570402	2	1	4	1030
0.570442	2	1	4	1030
0.570482	2	1	4	1030
0.570522	2	1	4	1030
0.570562	2	1	4	1030
0.570602	2	1	4	1030
0.570642	2	1	4	1030
0.570682	2	1	4	1030
0.570722	2	1	4	1030
0.570762	2	1	4	1030
0.570802	2	1	4	1030
0.570842	2	1	4	1030
0.570882	2	1	4	1030
0.570922	2	1	4	1030
0.570962	2	1	4	1030
0.571002	2	1	4	1030
0.571042	2	1	4	1030
0.571082	2	1	4	1030
0.571122	2	1	4	1030
0.571162	2	1	4	1030
0.571202	2	1	4	1030
0.571242	2	1	4	1030
0.571282	2	1	4	1030
0.571322	2	1	4	1030
0.571362	2	1	4	1030
0.571402	2	1	4	1030
0.571442	2	1	4	1030
0.571482	2	1	4	1030
0.571522	2	1	4	1030
0.571562	2	1	4	1030
0.571602	2	1	4	1030
0.571642	2	1	4	1030
0.571682	2	1	4	1030
0.571722	2	1	4	1030
0.571762	2	1	4	1030
0.571802	2	1	4	1030
0.571842	2	1	4	1030
0.571882	2	1	4	1030
0.571922	2	1	4	1030
0.571962	2	1	4	1030
0.572002	2	1	4	1030
0.572042	2	1	4	1030
0.572082	2	1	4	1030
0.572122	2	1	4	1030
0.572162	2	1	4	1030
0.572202	2	1	4	1030
0.572242	2	1	4	1030
0.572282	2	1	4	1030
0.572322	2	1	4	1030
0.572362	2	1	4	1030
0.572402	2	1	4	1030
0.572442	2	1	4	1030
0.572482	2	1	4	1030
0.572522	2	1	4	1030
0.572562	2	1	4	1030
0.572602	2	1	4	1030
0.572642	2	1	4	1030
0.572682	2	1	4	1030
0.572722	2	1	4	1030
0.572762	2	1	4	1030
0.572802	2	1	4	1030
0.572842	2	1	4	1030
0.572882	2	1	4	1030
0.572922	2	1	4	1030
0.572962	2	1	4	1030
0.573002	2	1	4	1030
0.573042	2	1	4	1030
0.573082	2	1	4	1030
0.573122	2	1	4	1030
0.573162	2	1	4	1030
0.573202	2	1	4	1030
0.573242	2	1	4	1030
0.573282	2	1	4	1030
0.573322	2	1	4	1030
0.573362	2	1	4	1030
0.573402	2	1	4	1030
0.573442	2	1	4	1030
0.573482	2	1	4	1030
0.573522	2	1	4	1030
0.573562	2	1	4	1030
0.573602	2	1	4	1030
0.573642	2	1	4	1030
0.573682	2	1	4	1030
0.573722	2	1	4	1030
0.573762	2	1	4	1030
0.573802	2	1	4	1030
0.573842	2	1	4	1030
0.573882	2	1	4	1030
0.573922	2	1	4	1030
0.573962	2	1	4	1030
0.574002	2	1	4	1030
0.574042	2	1	4	1030
0.574082	2	1	4	1030
0.574122	2	1	4	1030
0.574162	2	1	4	1030
0.574202	2	1	4	1030
0.574242	2	1	4	1030
0.574282	2	1	4	1030
0.574322	2	1	4	1030
0.574362	2	1	4	1030
0.574402	2	1	4	1030
0.574442	2	1	4	1030
0.574482	2	1	4	1030
0.574522	2	1	4	1030
0.574562	2	1	4	1030
0.574602	2	1	4	1030
0.574642	2	1	4	1030
0.574682	2	1	4	1030
0.574722	2	1	4	1030
0.574762	2	1	4	1030
0.574802	2	1	4	1030
0.574842	2	1	4	1030
0.574882	2	1	4	1030
0.574922	2	1	4	1030
0.574962	2	1	4	1030
0.575002	2	1	4	1030
0.575042	2	1	4	1030
0.575082	2	1	4	1030
0.575122	2	1	4	1030
0.575162	2	1	4	1030
0.575202	2	1	4	1030
0.575242	2	1	4	1030
0.575282	2	1	4	1030
0.575322	2	1	4	1030
0.575362	2	1	4	1030
0.575402	2	1	4	1030
0.575442	2	1	4	1030
0.575482	2	1	4	1030
0.575522	2	1	4	1030
0.575562	2	1	4	1030
0.575602	2	1	4	1030
0.575642	2	1	4	1030
0.575682	2	1	4	1030
0.575722	2	1	4	1030
0.575762	2	1	4	1030
0.575802	2	1	4	1030
0.575842	2	1	4	1030
0.575882	2	1	4	1030
0.575922	2	1	4	1030
0.575962	2	1	4	1030
0.576002	2	1	4	1030
0.576042	2	1	4	1030
0.576082	2	1	4	1030
0.576122	2	1	4	1030
0.576162	2	1	4	1030
0.576202	2	1	4	1030
0.576242	2	1	4	1030
0.576282	2	1	4	1030
0.576322	2	1	4	1030
0.576362	2	1	4	1030
0.576402	2	1	4	1030
0.576442	2	1	4	1030
0.576482	2	1	4	1030
0.576522	2	1	4	1030
0.576562	2	1	4	1030
0.576602	2	1	4	1030
0.576642	2	1	4	1030
0.576682	2	1	4	1030
0.576722	2	1	4	1030
0.576762	2	1	4	1030
0.576802	2	1	4	1030
0.576842	2	1	4	1030
0.576882	2	1	4	1030
0.576922	2	1	4	1030
0.576962	2	1	4	1030
0.577002	2	1	4	1030
0.577042	2	1	4	1030
0.577082	2	1	4	1030
0.577122	2	1	4	1030
0.577162	2	1	4	1030
0.577202	2	1	4	1030
0.577242	2	1	4	1030
0.577282	2	1	4	1030
0.577322	2	1	4	1030
0.577362	2	1	4	1030
0.577402	2	1	4	1030
0.577442	2	1	4	1030
0.577482	2	1	4	1030
0.577522	2	1	4	1030
0.577562	2	1	4	1030
0.577602	2	1	4	1030
0.577642	2	1	4	1030
0.577682	2	1	4	1030
0.577722	2	1	4	1030
0.577762	2	1	4	1030
0.577802	2	1	4	1030
0.577842	2	1	4	1030
0.577882	2	1	4	1030
0.577922	2	1	4	1030
0.577962	2	1	4	1030
0.578002	2	1	4	1030
0.578042	2	1	4	1030
0.578082	2	1	4	1030
0.578122	2	1	4	1030
0.578162	2	1	4	1030
0.578202	2	1	4	1030
0.578242	2	1	4	1030
0.578282	2	1	4	1030
0.578322	2	1	4	1030
0.578362	2	1	4	1030
0.578402	2	1	4	1030
0.578442	2	1	4	1030
0.578482	2	1	4	1030
0.578522	2	1	4	1030
0.578562	2	1	4	1030
0.578602	2	1	4	1030
0.578642	2	1	4	1030
0.578682	2	1	4	1030
0.578722	2	1	4	1030
0.578762	2	1	4	1030
0.578802	2	1	4	1030
0.578842	2	1	4	1030
0.578882	2	1	4	1030
0.578922	2	1	4	1030
0.578962	2	1	4	1030
0.579002	2	1	4	1030
0.579042	2	1	4	1030
0.579082	2	1	4	1030
0.579122	2	1	4	1030
0.579162	2	1	4	1030
0.579202	2	1	4	1030
0.579242	2	1	4	1030
0.579282	2	1	4	1030
0.579322	2	1	4	1030
0.579362	2	1	4	1030
0.579402	2	1	4	1030
0.579442	2	1	4	1030
0.579482	2	1	4	1030
0.579522	2	1	4	1030
0.579562	2	1	4	1030
0.579602	2	1	4	1030
0.579642	2	1	4	1030
0.579682	2	1	4	1030
0.579722	2	1	4	1030
0.579762	2	1	4	1030
0.579802	2	1	4	1030
0.579842	2	1	4	1030
0.579882	2	1	4	1030
0.579922	2	1	4	1030
0.579962	2	1	4	1030
0.580002	2	1	4	1030
0.580042	2	1	4	1030
0.580082	2	1	4	1030
0.580122	2	1	4	1030
0.580162	2	1	4	1030
0.580202	2	1	4	1030
0.580242	2	1	4	1030
0.580282	2	1	4	1030
0.580322	2	1	4	1030
0.580362	2	1	4	1030
0.580402	2	1	4	1030
0.580442	2	1	4	1030
0.580482	2	1	4	1030
0.580522	2	1	4	1030
0.580562	2	1	4	1030
0.580602	2	1	4	1030
0.580642	2	1	4	1030
0.580682	2	1	4	1030
0.580722	2	1	4	1030
0.580762	2	1	4	1030
0.580802	2	1	4	1030
0.580842	2	1	4	1030
0.580882	2	1	4	1030
0.580922	2	1	4	1030
0.580962	2	1	4	1030
0.581002	2	1	4	1030
0.581042	2	1	4	1030
0.581082	2	1	4	1030
0.581122	2	1	4	1030
0.581162	2	1	4	1030
0.581202	2	1	4	1030
0.581242	2	1	4	1030
0.581282	2	1	4	1030
0.581322	2	1	4	1030
0.581362	2	1	4	1030
0.581402	2	1	4	1030
0.581442	2	1	4	1030
0.581482	2	1	4	1030
0.581522	2	1	4	1030
0.581562	2	1	4	1030
0.581602	2	1	4	1030
0.581642	2	1	4	1030
0.581682	2	1	4	1030
0.581722	2	1	4	1030
0.581762	2	1	4	1030
0.581802	2	1	4	1030
0.581842	2	1	4	1030
0.581882	2	1	4	1030
0.581922	2	1	4	1030
0.581962	2	1	4	1030
0.582002	2	1	4	1030
0.582042	2	1	4	1030
0.582082	2	1	4	1030
0.582122	2	1	4	1030
0.582162	2	1	4	1030
0.582202	2	1	4	1030
0.582242	2	1	4	1030
0.582282	2	1	4	1030
0.582322	2	1	4	1030
0.582362	2	1	4	1030
0.582402	2	1	4	1030
0.582442	2	1	4	1030
0.582482	2	1	4	1030
0.582522	2	1	4	1030
0.582562	2	1	4	1030
0.582602	2	1	4	1030
0.582642	2	1	4	1030
0.582682	2	1	4	1030
0.582722	2	1	4	1030
0.582762	2	1	4	1030
0.582802	2	1	4	1030
0.582842	2	1	4	1030
0.582882	2	1	4	1030
0.582922	2	1	4	1030
0.582962	2	1	4	1030
0.583002	2	1	4	1030
0.583042	2	1	4	1030
0.583082	2	1	4	1030
0.583122	2	1	4	1030
0.583162	2	1	4	1030
0.583202	2	1	4	1030
0.583242	2	1	4	1030
0.583282	2	1	4	1030
0.583322	2	1	4	1030
0.583362	2	1	4	1030
0.583402	2	1	4	1030
0.583442	2	1	4	1030
0.583482	2	1	4	1030
0.583522	2	1	4	1030
0.583562	2	1	4	1030
0.583602	2	1	4	1030
0.583642	2	1	4	1030
0.583682	2	1	4	1030
0.583722	2	1	4	1030
0.583762	2	1	4	1030
0.583802	2	1	4	1030
0.583842	2	1	4	1030
0.583882	2	1	4	1030
0.583922	2	1	4	1030
0.583962	2	1	4	1030
0.584002	2	1	4	1030
0.584042	2	1	4	1030
0.584082	2	1	4	1030
0.584122	2	1	4	1030
0.584162	2	1	4	1030
0.584202	2	1	4	1030
0.584242	2	1	4	1030
0.584282	2	1	4	1030
0.584322	2	1	4	1030
0.584362	2	1	4	1030
0.584402	2	1	4	1030
0.584442	2	1	4	1030
0.584482	2	1	4	1030
0.584522	2	1	4	1030
0.584562	2	1	4	1030
0.584602	2	1	4	1030
0.584642	2	1	4	1030
0.584682	2	1	4	1030
0.584722	2	1	4	1030
0.584762	2	1	4	1030
0.584802	2	1	4	1030
0.584842	2	1	4	1030
0.584882	2	1	4	1030
0.584922	2	1	4	1030
0.584962	2	1	4	1030
0.585002	2	1	4	1030
0.585042	2	1	4	1030
0.585082	2	1	4	1030
0.585122	2	1	4	1030
0.585162	2	1	4	1030
0.585202	2	1	4	1030
0.585242	2	1	4	1030
0.585282	2	1	4	1030
0.585322	2	1	4	1030
0.585362	2	1	4	1030
0.585402	2	1	4	1030
0.585442	2	1	4	1030
0.585482	2	1	4	1030
0.585522	2	1	4	1030
0.585562	2	1	4	1030
0.585602	2	1	4	1030
0.585642	2	1	4	1030
0.585682	2	1	4	1030
0.585722	2	1	4	1030
0.585762	2	1	4	1030
0.585802	2	1	4	1030
0.585842	2	1	4	1030
0.585882	2	1	4	1030
0.585922	2	1	4	1030
0.585962	2	1	4	1030
0.586002	2	1	4	1030
0.586042	2	1	4	1030
0.586082	2	1	4	1030
0.586122	2	1	4	1030
0.586162	2	1	4	1030
0.586202	2	1	4	1030
0.586242	2	1	4	1030
0.586282	2	1	4	1030
0.586322	2	1	4	1030
0.586362	2	1	4	1030
0.586402	2	1	4	1030
0.586442	2	1	4	1030
0.586482	2	1	4	1030
0.586522	2	1	4	1030
0.586562	2	1	4	1030
0.586602	2	1	4	1030
0.586642	2	1	4	1030
0.586682	2	1	4	1030
0.586722	2	1	4	1030
0.586762	2	1	4	1030
0.586802	2	1	4	1030
0.586842	2	1	4	1030
0.586882	2	1	4	1030
0.586922	2	1	4	1030
0.586962	2	1	4	1030
0.587002	2	1	4	1030
0.587042	2	1	4	1030
0.587082	2	1	4	1030
0.587122	2	1	4	1030
0.587162	2	1	4	1030
0.587202	2	1	4	1030
0.587242	2	1	4	1030
0.587282	2	1	4	1030
0.587322	2	1	4	1030
0.587362	2	1	4	1030
0.587402	2	1	4	1030
0.587442	2	1	4	1030
0.587482	2	1	4	1030
0.587522	2	1	4	1030
0.587562	2	1	4	1030
0.587602	2	1	4	1030
0.587642	2	1	4	1030
0.587682	2	1	4	1030
0.587722	2	1	4	1030
0.587762	2	1	4	1030
0.587802	2	1	4	1030
0.587842	2	1	4	1030
0.587882	2	1	4	1030
0.587922	2	1	4	1030
0.587962	2	1	4	1030
0.588002	2	1	4	1030
0.588042	2	1	4	1030
0.588082	2	1	4	1030
0.588122	2	1	4	1030
0.588162	2	1	4	1030
0.588202	2	1	4	1030
0.588242	2	1	4	1030
0.588282	2	1	4	1030
0.588322	2	1	4	1030
0.588362	2	1	4	1030
0.588402	2	1	4	1030
0.588442	2	1	4	1030
0.588482	2	1	4	1030
0.588522	2	1	4	1030
0.588562	2	1	4	1030
0.588602	2	1	4	1030
0.588642	2	1	4	1030
0.588682	2	1	4	1030
0.588722	2	1	4	1030
0.588762	2	1	4	1030
0.588802	2	1	4	1030
0.588842	2	1	4	1030
0.588882	2	1	4	1030
0.588922	2	1	4	1030
0.588962	2	1	4	1030
0.589002	2	1	4	1030
0.589042	2	1	4	1030
0.589082	2	1	4	1030
0.589122	2	1	4	1030
0.589162	2	1	4	1030
0.589202	2	1	4	1030
0.589242	2	1	4	1030
0.589282	2	1	4	1030
0.589322	2	1	4	1030
0.589362	2	1	4	1030
0.589402	2	1	4	1030
0.589442	2	1	4	1030
0.589482	2	1	4	1030
0.589522	2	1	4	1030
0.589562	2	1	4	1030
0.589602	2	1	4	1030
0.589642	2	1	4	1030
0.589682	2	1	4	1030
0.589722	2	1	4	1030
0.589762	2	1	4	1030
0.589802	2	1	4	1030
0.589842	2	1	4	1030
0.589882	2	1	4	1030
0.589922	2	1	4	1030
0.589962	2	1	4	1030
0.590002	2	1	4	1030
0.590042	2	1	4	1030
0.590082	2	1	4	1030
0.590122	2	1	4	1030
0.590162	2	1	4	1030
0.590202	2	1	4	1030
0.590242	2	1	4	1030
0.590282	2	1	4	1030
0.590322	2	1	4	1030
0.590362	2	1	4	1030
0.590402	2	1	4	1030
0.590442	2	1	4	1030
0.590482	2	1	4	1030
0.590522	2	1	4	1030
0.590562	2	1	4	1030
0.590602	2	1	4	1030
0.590642	2	1	4	1030
0.590682	2	1	4	1030
0.590722	2	1	4	1030
0.590762	2	1	4	1030
0.590802	2	1	4	1030
0.590842	2	1	4	1030
0.590882	2	1	4	1030
0.590922	2	1	4	1030
0.590962	2	1	4	1030
0.591002	2	1	4	1030
0.591042	2	1	4	1030
0.591082	2	1	4	1030
0.591122	2	1	4	1030
0.591162	2	1	4	1030
0.591202	2	1	4	1030
0.591242	2	1	4	1030
0.591282	2	1	4	1030
0.591322	2	1	4	1030
0.591362	2	1	4	1030
0.591402	2	1	4	1030
0.591442	2	1	4	1030
0.591482	2	1	4	1030
0.591522	2	1	4	1030
0.591562	2	1	4	1030
0.591602	2	1	4	1030
0.591642	2	1	4	1030
0.591682	2	1	4	1030
0.591722	2	1	4	1030
0.591762	2	1	4	1030
0.591802	2	1	4	1030
0.591842	2	1	4	1030
0.591882	2	1	4	1030
0.591922	2	1	4	1030
0.591962	2	1	4	1030
0.592002	2	1	4	1030
0.592042	2	1	4	1030
0.592082	2	1	4	1030
0.592122	2	1	4	1030
0.592162	2	1	4	1030
0.592202	2	1	4	1030
0.592242	2	1	4	1030
0.592282	2	1	4	1030
0.592322	2	1	4	1030
0.592362	2	1	4	1030
0.592402	2	1	4	1030
0.592442	2	1	4	1030
0.592482	2	1	4	1030
0.592522	2	1	4	1030
0.592562	2	1	4	1030
0.592602	2	1	4	1030
0.592642	2	1	4	1030
0.592682	2	1	4	1030
0.592722	2	1	4	1030
0.592762	2	1	4	1030
0.592802	2	1	4	1030
0.592842	2	1	4	1030
0.592882	2	1	4	1030
0.592922	2	1	4	1030
0.592962	2	1	4	1030
0.593002	2	1	4	1030
0.593042	2	1	4	1030
0.593082	2	1	4	1030
0.593122	2	1	4	1030
0.593162	2	1	4	1030
0.593202	2	1	4	1030
0.593242	2	1	4	1030
0.593282	2	1	4	1030
0.593322	2	1	4	1030
0.593362	2	1	4	1030
0.593402	2	1	4	1030
0.593442	2	1	4	1030
0.593482	2	1	4	1030
0.593522	2	1	4	1030
0.593562	2	1	4	1030
0.593602	2	1	4	1030
0.593642	2	1	4	1030
0.593682	2	1	4	1030
0.593722	2	1	4	1030
0.593762	2	1	4	1030
0.593802	2	1	4	1030
0.593842	2	1	4	1030
0.593882	2	1	4	1030
0.593922	2	1	4	1030
0.593962	2	1	4	1030
0.594002	2	1	4	1030
0.594042	2	1	4	1030
0.594082	2	1	4	1030
0.594122	2	1	4	1030
0.594162	2	1	4	1030
0.594202	2	1	4	1030
0.594242	2	1	4	1030
0.594282	2	1	4	1030
0.594322	2	1	4	1030
0.594362	2	1	4	1030
0.594402	2	1	4	1030
0.594442	2	1	4	1030
0.594482	2	1	4	1030
0.594522	2	1	4	1030
0.594562	2	1	4	1030
0.594602	2	1	4	1030
0.594642	2	1	4	1030
0.594682	2	1	4	1030
0.594722	2	1	4	1030
0.594762	2	1	4	1030
0.594802	2	1	4	1030
0.594842	2	1	4	1030
0.594882	2	1	4	1030
0.594922	2	1	4	1030
0.594962	2	1	4	1030
0.595002	2	1	4	1030
0.595042	2	1	4	1030
0.595082	2	1	4	1030
0.595122	2	1	4	1030
0.595162	2	1	4	1030
0.595202	2	1	4	1030
0.595242	2	1	4	1030
0.595282	2	1	4	1030
0.595322	2	1	4	1030
0.595362	2	1	4	1030
0.595402	2	1	4	1030
0.595442	2	1	4	1030
0.595482	2	1	4	1030
0.595522	2	1	4	1030
0.595562	2	1	4	1030
0.595602	2	1	4	1030
0.595642	2	1	4	1030
0.595682	2	1	4	1030
0.595722	2	1	4	1030
0.595762	2	1	4	1030
0.595802	2	1	4	1030
0.595842	2	1	4	1030
0.595882	2	1	4	1030
0.595922	2	1	4	1030
0.595962	2	1	4	1030
0.596002	2	1	4	1030
0.596042	2	1	4	1030
0.596082	2	1	4	1030
0.596122	2	1	4	1030
0.596162	2	1	4	1030
0.596202	2	1	4	1030
0.596242	2	1	4	1030
0.596282	2	1	4	1030
0.596322	2	1	4	1030
0.596362	2	1	4	1030
0.596402	2	1	4	1030
0.596442	2	1	4	1030
0.596482	2	1	4	1030
0.596522	2	1	4	1030
0.596562	2	1	4	1030
0.596602	2	1	4	1030
0.596642	2	1	4	1030
0.596682	2	1	4	1030
0.596722	2	1	4	1030
0.596762	2	1	4	1030
0.596802	2	1	4	1030
0.596842	2	1	4	1030
0.596882	2	1	4	1030
0.596922	2	1	4	1030
0.596962	2	1	4	1030
0.597002	2	1	4	1030
0.597042	2	1	4	1030
0.597082	2	1	4	1030
0.597122	2	1	4	1030
0.597162	2	1	4	1030
0.597202	2	1	4	1030
0.597242	2	1	4	1030
0.597282	2	1	4	1030
0.597322	2	1	4	1030
0.597362	2	1	4	1030
0.597402	2	1	4	1030
0.597442	2	1	4	1030
0.597482	2	1	4	1030
0.597522	2	1	4	1030
0.597562	2	1	4	1030
0.597602	2	1	4	1030
0.597642	2	1	4	1030
0.597682	2	1	4	1030
0.597722	2	1	4	1030
0.597762	2	1	4	1030
